model_name;learning_rate;batch_size;optimizer;loss_function;img_size;target_feature;augument;filter;epochs;train_dataset_size;test_dataset_size;target_ratio_train_mean;test_positives_mean;target_ratio_test_mean;accuracy_min;accuracy_max;accuracy_mean;auc_min;auc_max;auc_mean;sensitivity_min;sensitivity_max;sensitivity_mean;specificity_min;specificity_max;specificity_mean;precision_min;precision_max;precision_mean;threshold_min;threshold_max;threshold_mean;run_date;elapsed_mins;iterations;status
denseNet121;0.005;16;Adam;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.71;0.62;0.5;0.67;0.59;0.0;0.83;0.615;0.42;1.0;0.6216666666666667;0.0;0.76;0.5966666666666667;0.13206282;1.0;0.65987604;20240224_0448;29;6;OK
denseNet121;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1301;2;1;OK
denseNet121;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.67;0.584;0.5;0.69;0.622;0.0;0.72;0.476;0.58;1.0;0.746;0.0;0.79;0.594;0.43865708;1.0;0.653504828;20240224_0239;27;5;OK
denseNet121;0.005;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1459;3;1;OK
denseNet121;0.005;16;Adam;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.62;0.5366666666666666;0.47;0.59;0.5216666666666666;0.0;0.86;0.5333333333333333;0.21;1.0;0.5433333333333333;0.0;0.68;0.43;0.9999622;1.0;0.9999934833333333;20240224_0523;23;6;OK
denseNet121;0.005;16;Adam;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.52;0.75;0.6483333333333333;0.5;0.75;0.62;0.38;0.79;0.66;0.47;0.74;0.63;0.67;0.79;0.7316666666666668;0.45075792;0.5687011;0.5067469133333333;20240224_0429;31;6;OK
denseNet121;0.005;16;Adam;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.75;0.63;0.5;0.7;0.614;0.0;0.86;0.594;0.47;1.0;0.6839999999999999;0.0;0.81;0.592;0.2847297;1.0;0.614216348;20240224_0219;25;5;OK
denseNet121;0.005;16;Adam;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.62;0.47000000000000003;0.5;0.59;0.525;0.0;0.86;0.24166666666666667;0.26;1.0;0.815;0.0;0.71;0.225;4.250838e-09;1.0;0.8333333340418063;20240224_0508;20;6;OK
denseNet121;0.005;16;SGD;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.62;0.6;0.47;0.6;0.538;0.59;0.79;0.662;0.37;0.63;0.516;0.66;0.71;0.6799999999999999;0.51176745;0.55538327;0.535691656;20240224_0314;10;5;OK
denseNet121;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.71;0.71;0.71;0.66;0.66;0.66;0.81;0.81;0.81;0.59;0.59;0.59;0.71;0.71;0.71;0.5131878;0.5131878;0.5131878;20231212_1308;2;1;OK
denseNet121;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.54;0.73;0.5980000000000001;0.51;0.69;0.556;0.48;0.79;0.6060000000000001;0.53;0.63;0.5900000000000001;0.64;0.77;0.692;0.506746;0.5424781;0.521364138;20240224_0409;10;5;OK
denseNet121;0.005;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.66;0.66;0.66;0.65;0.65;0.65;0.81;0.81;0.81;0.47;0.47;0.47;0.65;0.65;0.65;0.5317569;0.5317569;0.5317569;20231212_1509;3;1;OK
denseNet121;0.005;16;SGD;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.52;0.6;0.572;0.45;0.56;0.49000000000000005;0.41;0.79;0.618;0.32;0.68;0.506;0.64;0.7;0.664;0.546228;0.58298415;0.56443548;20240224_0341;10;5;OK
denseNet121;0.005;16;SGD;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.62;0.6;0.47;0.58;0.538;0.48;0.79;0.654;0.32;0.68;0.526;0.64;0.71;0.6839999999999999;0.50013494;0.5302764;0.513694102;20240224_0255;11;5;OK
denseNet121;0.005;16;SGD;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.62;0.6;0.45;0.56;0.508;0.66;0.76;0.71;0.32;0.58;0.442;0.62;0.7;0.664;0.51164585;0.5259513;0.519204196;20240224_0354;11;5;OK
denseNet121;0.005;16;SGD;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.65;0.554;0.31;0.67;0.4960000000000001;0.38;0.72;0.58;0.42;0.68;0.514;0.5;0.75;0.642;0.518656;0.58776844;0.550951822;20240224_0327;10;5;OK
denseNet121;0.005;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1315;2;1;OK
denseNet121;0.005;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.74;0.74;0.74;0.7;0.7;0.7;0.86;0.86;0.86;0.59;0.59;0.59;0.72;0.72;0.72;0.58566487;0.58566487;0.58566487;20231212_1521;5;1;OK
denseNet121;0.005;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.74;0.74;0.74;0.64;0.64;0.64;0.86;0.86;0.86;0.59;0.59;0.59;0.72;0.72;0.72;0.50553197;0.50553197;0.50553197;20231212_1321;2;1;OK
denseNet121;0.005;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.55;0.55;0.55;0.34;0.34;0.34;0.71;0.71;0.71;0.35;0.35;0.35;0.58;0.58;0.58;0.5578807;0.5578807;0.5578807;20231212_1530;3;1;OK
denseNet121;0.01;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.53;0.53;0.53;0.32;0.32;0.32;0.71;0.71;0.71;0.29;0.29;0.29;0.56;0.56;0.56;0.9863067;0.9863067;0.9863067;20231212_1201;3;1;OK
denseNet121;0.01;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.53;0.53;0.53;0.48;0.48;0.48;0.76;0.76;0.76;0.24;0.24;0.24;0.55;0.55;0.55;1.0;1.0;1.0;20231212_1332;4;1;OK
denseNet121;0.01;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.66;0.66;0.66;0.68;0.68;0.68;0.62;0.62;0.62;0.71;0.71;0.71;0.72;0.72;0.72;0.58700025;0.58700025;0.58700025;20231212_1208;2;1;OK
denseNet121;0.01;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.58;0.58;0.58;0.45;0.45;0.45;0.67;0.67;0.67;0.47;0.47;0.47;0.61;0.61;0.61;0.52979183;0.52979183;0.52979183;20231212_1342;3;1;OK
denseNet121;0.01;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1216;2;1;OK
denseNet121;0.01;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.47;0.47;0.47;0.38;0.38;0.38;0.48;0.48;0.48;0.47;0.47;0.47;0.53;0.53;0.53;0.5579443;0.5579443;0.5579443;20231212_1354;5;1;OK
denseNet121;0.01;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.71;0.71;0.71;0.67;0.67;0.67;0.81;0.81;0.81;0.59;0.59;0.59;0.71;0.71;0.71;0.5432623;0.5432623;0.5432623;20231212_1223;3;1;OK
denseNet121;0.01;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.68;0.68;0.68;0.68;0.68;0.68;0.71;0.71;0.71;0.65;0.65;0.65;0.71;0.71;0.71;0.5306033;0.5306033;0.5306033;20231212_1404;3;1;OK
denseNet121;0.01;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1230;2;1;OK
denseNet121;0.01;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.68;0.68;0.68;0.71;0.71;0.71;0.67;0.67;0.67;0.71;0.71;0.71;0.74;0.74;0.74;0.5922701;0.5922701;0.5922701;20231212_1417;5;1;OK
denseNet121;0.01;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.71;0.71;0.71;0.68;0.68;0.68;0.9;0.9;0.9;0.47;0.47;0.47;0.68;0.68;0.68;0.5166059;0.5166059;0.5166059;20231212_1236;2;1;OK
denseNet121;0.01;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.55;0.55;0.55;0.46;0.46;0.46;0.62;0.62;0.62;0.47;0.47;0.47;0.59;0.59;0.59;0.54093087;0.54093087;0.54093087;20231212_1426;3;1;OK
denseNet201;0.005;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.63;0.63;0.63;0.6;0.6;0.6;0.71;0.71;0.71;0.53;0.53;0.53;0.65;0.65;0.65;0.5392453;0.5392453;0.5392453;20231212_1243;5;1;OK
denseNet201;0.005;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.66;0.66;0.66;0.63;0.63;0.63;0.71;0.71;0.71;0.59;0.59;0.59;0.68;0.68;0.68;0.531255;0.531255;0.531255;20231212_1435;6;1;OK
denseNet201;0.005;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.79;0.79;0.79;0.73;0.73;0.73;0.95;0.95;0.95;0.59;0.59;0.59;0.74;0.74;0.74;0.64382213;0.64382213;0.64382213;20231212_1252;6;1;OK
denseNet201;0.005;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.53;0.53;0.53;0.48;0.48;0.48;0.48;0.48;0.48;0.59;0.59;0.59;0.59;0.59;0.59;0.5568282;0.5568282;0.5568282;20231212_1446;6;1;OK
denseNet201;0.005;16;Adam;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.75;0.6066666666666667;0.5;0.75;0.6066666666666667;0.0;0.76;0.5516666666666666;0.47;1.0;0.6933333333333334;0.0;0.81;0.615;0.24538147;7.247051015;1.7661164091666668;20240224_0445;40;6;OK
denseNet201;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.71;0.71;0.71;0.62;0.62;0.62;0.81;0.81;0.81;0.59;0.59;0.59;0.71;0.71;0.71;0.6146768;0.6146768;0.6146768;20231212_1300;5;1;OK
denseNet201;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.71;0.6060000000000001;0.5;0.73;0.588;0.0;0.83;0.622;0.32;1.0;0.578;0.0;0.76;0.558;0.57494265;1.0;0.7586557820000001;20240224_0235;39;5;OK
denseNet201;0.005;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.71;0.71;0.71;0.68;0.68;0.68;0.86;0.86;0.86;0.53;0.53;0.53;0.69;0.69;0.69;0.5655771;0.5655771;0.5655771;20231212_1457;5;1;OK
denseNet201;0.005;16;Adam;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.5;0.4166666666666667;0.44;0.5;0.49;0.0;0.55;0.09166666666666667;0.42;1.0;0.9033333333333333;0.0;0.59;0.09833333333333333;0.99999976;1.0;0.9999999599999999;20240224_0521;30;6;OK
denseNet201;0.005;16;Adam;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.65;0.5783333333333333;0.5;0.66;0.5616666666666666;0.0;0.76;0.52;0.47;1.0;0.6749999999999999;0.0;0.79;0.595;0.512385;1.0;0.64990302;20240224_0428;44;6;OK
denseNet201;0.005;16;Adam;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.73;0.604;0.5;0.71;0.62;0.0;0.79;0.544;0.58;1.0;0.694;0.0;0.77;0.584;0.3298125;1.0;0.739938548;20240224_0216;37;5;OK
denseNet201;0.005;16;Adam;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.62;0.47000000000000003;0.45;0.55;0.5066666666666667;0.0;0.9;0.3;0.21;1.0;0.7283333333333334;0.0;0.65;0.3066666666666667;0.9998622;2.2229666024;1.2038048004000002;20240224_0506;28;6;OK
denseNet201;0.005;16;SGD;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.69;0.612;0.43;0.6;0.528;0.45;0.86;0.67;0.32;0.74;0.5279999999999999;0.65;0.73;0.686;0.5338929;0.56402373;0.546752244;20240224_0312;20;5;OK
denseNet201;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.68;0.68;0.68;0.68;0.68;0.68;0.71;0.71;0.71;0.65;0.65;0.65;0.71;0.71;0.71;0.5201311;0.5201311;0.5201311;20231212_1306;3;1;OK
denseNet201;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.67;0.62;0.41;0.57;0.488;0.66;0.9;0.76;0.26;0.63;0.41200000000000003;0.62;0.73;0.6679999999999999;0.5190341;0.5497892;0.532754772;20240224_0408;20;5;OK
denseNet201;0.005;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.58;0.58;0.58;0.58;0.58;0.58;0.48;0.48;0.48;0.71;0.71;0.71;0.67;0.67;0.67;0.54148424;0.54148424;0.54148424;20231212_1508;6;1;OK
denseNet201;0.005;16;SGD;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.5;0.6;0.5559999999999999;0.4;0.51;0.462;0.48;0.72;0.6279999999999999;0.37;0.53;0.45199999999999996;0.61;0.67;0.638;0.58507407;0.6119937;0.5981214699999999;20240224_0339;20;5;OK
denseNet201;0.005;16;SGD;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.46;0.71;0.614;0.46;0.67;0.5780000000000001;0.41;0.72;0.606;0.53;0.68;0.62;0.57;0.78;0.704;0.5018388;0.63863254;0.56333513;20240224_0254;32;5;OK
denseNet201;0.005;16;SGD;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.5;0.65;0.5980000000000001;0.42;0.64;0.528;0.41;0.79;0.6599999999999999;0.32;0.63;0.508;0.63;0.7;0.6699999999999999;0.50816834;0.5401688;0.531750468;20240224_0353;20;5;OK
denseNet201;0.005;16;SGD;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.52;0.65;0.5660000000000001;0.45;0.6;0.502;0.52;0.86;0.6140000000000001;0.32;0.68;0.49399999999999994;0.61;0.71;0.654;0.5296592;0.5750907;0.55157097;20240224_0326;20;5;OK
denseNet201;0.005;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1313;4;1;OK
denseNet201;0.005;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1518;5;1;OK
denseNet201;0.005;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.34;0.34;0.34;0.38;0.38;0.38;0.53;0.53;0.53;0.5;0.5;0.5;0.5019014;0.5019014;0.5019014;20231212_1320;3;1;OK
denseNet201;0.005;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.5;0.5;0.5;0.45;0.45;0.45;0.43;0.43;0.43;0.59;0.59;0.59;0.56;0.56;0.56;0.55349797;0.55349797;0.55349797;20231212_1528;5;1;OK
denseNet201;0.01;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1159;4;1;OK
denseNet201;0.01;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1330;6;1;OK
denseNet201;0.01;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.76;0.76;0.76;0.59;0.59;0.59;0.9;0.9;0.9;0.59;0.59;0.59;0.73;0.73;0.73;0.60958433;0.60958433;0.60958433;20231212_1207;4;1;OK
denseNet201;0.01;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.5;0.5;0.5;0.33;0.33;0.33;0.67;0.67;0.67;0.29;0.29;0.29;0.54;0.54;0.54;0.55463666;0.55463666;0.55463666;20231212_1341;6;1;OK
denseNet201;0.01;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1214;4;1;OK
denseNet201;0.01;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1351;5;1;OK
denseNet201;0.01;16;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.68;0.68;0.68;0.72;0.72;0.72;0.76;0.76;0.76;0.59;0.59;0.59;0.7;0.7;0.7;0.5208347;0.5208347;0.5208347;20231212_1221;3;1;OK
denseNet201;0.01;16;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.68;0.68;0.68;0.68;0.68;0.68;0.67;0.67;0.67;0.71;0.71;0.71;0.74;0.74;0.74;0.5676091;0.5676091;0.5676091;20231212_1402;5;1;OK
denseNet201;0.01;32;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1228;3;1;OK
denseNet201;0.01;32;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.68;0.68;0.68;0.67;0.67;0.67;0.71;0.71;0.71;0.65;0.65;0.65;0.71;0.71;0.71;0.64235157;0.64235157;0.64235157;20231212_1414;7;1;OK
denseNet201;0.01;32;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.5;0.5;0.5;0.43;0.43;0.43;0.52;0.52;0.52;0.47;0.47;0.47;0.55;0.55;0.55;0.6021653;0.6021653;0.6021653;20231212_1235;3;1;OK
denseNet201;0.01;32;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.74;0.74;0.74;0.66;0.66;0.66;0.95;0.95;0.95;0.47;0.47;0.47;0.69;0.69;0.69;0.57026833;0.57026833;0.57026833;20231212_1424;5;1;OK
