model_name;learning_rate;batch_size;optimizer;loss_function;img_size;target_feature;augument;filter;epochs;train_dataset_size;test_dataset_size;target_ratio_train_mean;test_positives_mean;target_ratio_test_mean;accuracy_min;accuracy_max;accuracy_mean;auc_min;auc_max;auc_mean;sensitivity_min;sensitivity_max;sensitivity_mean;specificity_min;specificity_max;specificity_mean;precision_min;precision_max;precision_mean;threshold_min;threshold_max;threshold_mean;run_date;elapsed_mins;iterations;status
ResNet101;0.0005;8;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.62;0.62;0.62;0.57;0.57;0.57;0.72;0.72;0.72;0.47;0.47;0.47;0.68;0.68;0.68;0.7490424;0.7490424;0.7490424;20231212_2152;8;1;OK
ResNet101;0.0005;8;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.69;0.69;0.69;0.62;0.62;0.62;0.69;0.69;0.69;0.68;0.68;0.68;0.77;0.77;0.77;0.4972293;0.4972293;0.4972293;20231212_2205;7;1;OK
ResNet101;0.0005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.58;0.58;0.58;0.58;0.58;0.38;0.38;0.38;0.89;0.89;0.89;0.85;0.85;0.85;0.9767968;0.9767968;0.9767968;20231212_2217;7;1;OK
ResNet101;0.0005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.73;0.73;0.73;0.76;0.76;0.76;0.79;0.79;0.79;0.63;0.63;0.63;0.77;0.77;0.77;0.5672878;0.5672878;0.5672878;20231212_2225;7;1;OK
ResNet101;0.0005;32;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.44;0.44;0.44;0.43;0.43;0.43;0.41;0.41;0.41;0.47;0.47;0.47;0.55;0.55;0.55;0.5695676;0.5695676;0.5695676;20231212_2232;4;1;OK
ResNet101;0.0005;32;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.46;0.46;0.46;0.39;0.39;0.39;0.34;0.34;0.34;0.63;0.63;0.63;0.59;0.59;0.59;0.5273659;0.5273659;0.5273659;20231212_2239;4;1;OK
ResNet101;0.005;8;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.71;0.71;0.71;0.61;0.61;0.61;0.9;0.9;0.9;0.42;0.42;0.42;0.7;0.7;0.7;0.55995244;0.55995244;0.55995244;20231212_2046;9;1;OK
ResNet101;0.005;8;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.69;0.69;0.69;0.67;0.67;0.67;0.69;0.69;0.69;0.68;0.68;0.68;0.77;0.77;0.77;0.7681449;0.7681449;0.7681449;20231212_2100;8;1;OK
ResNet101;0.005;16;Adam;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.65;0.5383333333333333;0.5;0.57;0.5383333333333333;0.0;0.79;0.4366666666666667;0.42;1.0;0.6933333333333334;0.0;0.71;0.4583333333333333;0.48127;1.0;0.7182293633333333;20240224_0456;32;6;OK
ResNet101;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.67;0.48714285714285716;0.37;0.6;0.5071428571428571;0.0;0.72;0.26999999999999996;0.32;1.0;0.812857142857143;0.0;0.74;0.3;0.6094169;1.0;0.8392451771428571;20240224_0245;29;5;OK
ResNet101;0.005;16;Adam;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.46;0.41;0.46;0.5;0.49333333333333335;0.0;0.28;0.04666666666666667;0.74;1.0;0.9566666666666667;0.0;0.62;0.10333333333333333;1.0;8.1379313035;2.18965521725;20240224_0529;18;6;OK
ResNet101;0.005;16;Adam;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0435;19;6;OK
ResNet101;0.005;16;Adam;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0225;15;5;OK
ResNet101;0.005;16;Adam;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.52;0.42;0.47;0.5;0.49499999999999994;0.0;0.31;0.051666666666666666;0.84;1.0;0.9733333333333333;0.0;0.75;0.125;1.0;4.2583933035;1.5430655505833333;20240224_0514;18;6;OK
ResNet101;0.005;16;SGD;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.46;0.69;0.5880000000000001;0.36;0.64;0.522;0.38;0.76;0.572;0.58;0.74;0.6119999999999999;0.58;0.73;0.6839999999999999;0.51654917;0.58227134;0.537860212;20240224_0319;19;5;OK
ResNet101;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.73;0.6383333333333333;0.49;0.69;0.5883333333333333;0.55;0.93;0.7016666666666667;0.32;0.74;0.545;0.67;0.78;0.7066666666666667;0.6006557;0.844714;0.6935868350000001;20240224_0416;27;5;OK
ResNet101;0.005;16;SGD;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.46;0.58;0.5359999999999999;0.45;0.54;0.5;0.34;0.66;0.496;0.47;0.74;0.6;0.58;0.74;0.654;0.61366516;0.7436283;0.667650682;20240224_0346;15;5;OK
ResNet101;0.005;16;SGD;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.54;0.65;0.602;0.51;0.62;0.558;0.48;0.97;0.678;0.11;0.63;0.496;0.62;0.73;0.678;0.50915515;1.0;0.62686771;20240224_0306;22;5;OK
ResNet101;0.005;16;SGD;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.71;0.6359999999999999;0.53;0.72;0.616;0.52;0.69;0.6359999999999999;0.53;0.74;0.6439999999999999;0.68;0.8;0.732;0.57170683;0.7046958;0.64329986;20240224_0401;26;5;OK
ResNet101;0.005;16;SGD;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.52;0.65;0.5900000000000001;0.41;0.62;0.5;0.48;0.93;0.682;0.21;0.68;0.45199999999999996;0.62;0.74;0.662;0.504548;0.6528563;0.589158418;20240224_0333;15;5;OK
ResNet101;0.005;32;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.6;0.6;0.6;0.58;0.58;0.58;0.55;0.55;0.55;0.68;0.68;0.68;0.73;0.73;0.73;0.15351608;0.15351608;0.15351608;20231212_2133;6;1;OK
ResNet101;0.005;32;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.62;0.62;0.62;0.58;0.58;0.58;0.69;0.69;0.69;0.75362724;0.75362724;0.75362724;20231212_2142;6;1;OK
ResNet101;0.01;8;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.58;0.58;0.52;0.52;0.52;0.66;0.66;0.66;0.47;0.47;0.47;0.66;0.66;0.66;0.6342374;0.6342374;0.6342374;20231212_1942;8;1;OK
ResNet101;0.01;8;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.65;0.65;0.65;0.65;0.65;0.65;0.66;0.66;0.66;0.63;0.63;0.63;0.73;0.73;0.73;0.7209741;0.7209741;0.7209741;20231212_1954;8;1;OK
ResNet101;0.01;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.58;0.58;0.53;0.53;0.53;0.72;0.72;0.72;0.37;0.37;0.37;0.64;0.64;0.64;0.6411136;0.6411136;0.6411136;20231212_2005;6;1;OK
ResNet101;0.01;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.54;0.54;0.54;0.49;0.49;0.49;0.55;0.55;0.55;0.53;0.53;0.53;0.64;0.64;0.64;0.99209964;0.99209964;0.99209964;20231212_2017;7;1;OK
ResNet101;0.01;32;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.65;0.65;0.65;0.59;0.59;0.59;0.76;0.76;0.76;0.47;0.47;0.47;0.69;0.69;0.69;0.20351532;0.20351532;0.20351532;20231212_2028;7;1;OK
ResNet101;0.01;32;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.52;0.52;0.52;0.41;0.41;0.41;0.55;0.55;0.55;0.47;0.47;0.47;0.62;0.62;0.62;0.5563573;0.5563573;0.5563573;20231212_2035;4;1;OK
ResNet152;0.0005;8;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.58;0.58;0.59;0.59;0.59;0.55;0.55;0.55;0.63;0.63;0.63;0.7;0.7;0.7;0.9180819;0.9180819;0.9180819;20231212_2159;13;1;OK
ResNet152;0.0005;8;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.67;0.67;0.67;0.62;0.62;0.62;0.79;0.79;0.79;0.47;0.47;0.47;0.7;0.7;0.7;0.68505055;0.68505055;0.68505055;20231212_2211;12;1;OK
ResNet152;0.0005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.52;0.52;0.52;0.45;0.45;0.45;0.59;0.59;0.59;0.42;0.42;0.42;0.61;0.61;0.61;0.60116875;0.60116875;0.60116875;20231212_2220;7;1;OK
ResNet152;0.0005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.56;0.56;0.54;0.54;0.54;0.45;0.45;0.45;0.74;0.74;0.74;0.72;0.72;0.72;0.5036432;0.5036432;0.5036432;20231212_2229;6;1;OK
ResNet152;0.0005;32;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.62;0.62;0.62;0.56;0.56;0.56;0.72;0.72;0.72;0.47;0.47;0.47;0.68;0.68;0.68;0.53367424;0.53367424;0.53367424;20231212_2236;6;1;OK
ResNet152;0.0005;32;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.62;0.62;0.62;0.57;0.57;0.57;0.55;0.55;0.55;0.74;0.74;0.74;0.76;0.76;0.76;0.51300836;0.51300836;0.51300836;20231212_2243;8;1;OK
ResNet152;0.005;8;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.67;0.67;0.67;0.57;0.57;0.57;0.79;0.79;0.79;0.47;0.47;0.47;0.7;0.7;0.7;0.48805758;0.48805758;0.48805758;20231212_2053;13;1;OK
ResNet152;0.005;8;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.56;0.56;0.52;0.52;0.52;0.59;0.59;0.59;0.53;0.53;0.53;0.65;0.65;0.65;0.9244073;0.9244073;0.9244073;20231212_2106;12;1;OK
ResNet152;0.005;16;Adam;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.69;0.615;0.5;0.65;0.5733333333333334;0.0;0.79;0.615;0.47;1.0;0.615;0.0;0.73;0.59;0.2559237;1.0;0.6596386333333334;20240224_0501;48;6;OK
ResNet152;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.65;0.5085714285714286;0.5;0.59;0.5371428571428571;0.0;0.76;0.32;0.42;1.0;0.79;0.0;1.0;0.44;0.4927312;1.0;0.8093821885714286;20240224_0250;48;5;OK
ResNet152;0.005;16;Adam;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0531;30;6;OK
ResNet152;0.005;16;Adam;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0438;30;6;OK
ResNet152;0.005;16;Adam;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0227;24;5;OK
ResNet152;0.005;16;Adam;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.5;0.4166666666666667;0.39;0.5;0.4816666666666667;0.0;0.55;0.09166666666666667;0.42;1.0;0.9033333333333333;0.0;0.59;0.09833333333333333;1.0;2.298105037;1.2163508395;20240224_0516;30;6;OK
ResNet152;0.005;16;SGD;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.65;0.5980000000000001;0.54;0.63;0.5820000000000001;0.45;0.72;0.572;0.47;0.79;0.642;0.67;0.8;0.718;0.410333;0.6175298;0.530319042;20240224_0322;20;5;OK
ResNet152;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.69;0.63;0.52;0.64;0.5850000000000001;0.55;0.72;0.6716666666666667;0.47;0.74;0.57;0.66;0.76;0.7083333333333334;0.31710202;0.6799246;0.5308304183333333;20240224_0421;46;5;OK
ResNet152;0.005;16;SGD;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.52;0.67;0.5900000000000001;0.44;0.58;0.49800000000000005;0.55;0.79;0.688;0.26;0.58;0.442;0.62;0.72;0.656;0.6350434;0.73823667;0.686695064;20240224_0349;20;5;OK
ResNet152;0.005;16;SGD;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.6;0.69;0.63;0.54;0.66;0.5700000000000001;0.66;0.76;0.718;0.42;0.58;0.506;0.67;0.73;0.6900000000000001;0.38174656;0.534424;0.48413069200000003;20240224_0308;30;5;OK
ResNet152;0.005;16;SGD;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.65;0.5980000000000001;0.53;0.59;0.558;0.55;0.79;0.6140000000000001;0.42;0.63;0.5780000000000001;0.67;0.71;0.694;0.23852962;0.6484418;0.494462972;20240224_0404;26;5;OK
ResNet152;0.005;16;SGD;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.46;0.67;0.586;0.37;0.6;0.506;0.31;0.86;0.6;0.26;0.79;0.568;0.6;0.76;0.6799999999999999;0.33426923;0.89199054;0.6284121739999999;20240224_0335;25;5;OK
ResNet152;0.005;32;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.46;0.46;0.46;0.39;0.39;0.39;0.48;0.48;0.48;0.42;0.42;0.42;0.56;0.56;0.56;0.44205144;0.44205144;0.44205144;20231212_2138;10;1;OK
ResNet152;0.005;32;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.56;0.56;0.48;0.48;0.48;0.62;0.62;0.62;0.47;0.47;0.47;0.64;0.64;0.64;0.54123056;0.54123056;0.54123056;20231212_2145;5;1;OK
ResNet152;0.01;8;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1947;8;1;OK
ResNet152;0.01;8;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.6;0.6;0.6;0.59;0.59;0.59;0.62;0.62;0.62;0.58;0.58;0.58;0.69;0.69;0.69;0.92776316;0.92776316;0.92776316;20231212_2000;12;1;OK
ResNet152;0.01;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.6;0.6;0.6;0.61;0.61;0.61;0.66;0.66;0.66;0.53;0.53;0.53;0.68;0.68;0.68;0.6399521;0.6399521;0.6399521;20231212_2011;10;1;OK
ResNet152;0.01;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.5;0.5;0.5;0.46;0.46;0.46;0.52;0.52;0.52;0.47;0.47;0.47;0.6;0.6;0.6;0.9561331;0.9561331;0.9561331;20231212_2022;10;1;OK
ResNet152;0.01;32;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.44;0.44;0.44;0.45;0.45;0.45;0.28;0.28;0.28;0.68;0.68;0.68;0.57;0.57;0.57;0.5727423;0.5727423;0.5727423;20231212_2032;8;1;OK
ResNet152;0.01;32;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.58;0.58;0.56;0.56;0.56;0.62;0.62;0.62;0.53;0.53;0.53;0.67;0.67;0.67;0.51168764;0.51168764;0.51168764;20231212_2038;6;1;OK
ResNet50;0.0005;8;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.65;0.65;0.65;0.67;0.67;0.67;0.62;0.62;0.62;0.68;0.68;0.68;0.75;0.75;0.75;0.37564865;0.37564865;0.37564865;20231212_2148;5;1;OK
ResNet50;0.0005;8;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.62;0.62;0.62;0.63;0.63;0.63;0.69;0.69;0.69;0.53;0.53;0.53;0.69;0.69;0.69;0.56090117;0.56090117;0.56090117;20231212_2202;5;1;OK
ResNet50;0.0005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.56;0.56;0.56;0.55;0.55;0.55;0.45;0.45;0.45;0.74;0.74;0.74;0.72;0.72;0.72;0.5494325;0.5494325;0.5494325;20231212_2213;2;1;OK
ResNet50;0.0005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.62;0.62;0.62;0.56;0.56;0.56;0.59;0.59;0.59;0.68;0.68;0.68;0.74;0.74;0.74;0.5182463;0.5182463;0.5182463;20231212_2222;2;1;OK
ResNet50;0.0005;32;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.6;0.6;0.6;0.55;0.55;0.55;0.66;0.66;0.66;0.53;0.53;0.53;0.68;0.68;0.68;0.5323775;0.5323775;0.5323775;20231212_2230;2;1;OK
ResNet50;0.0005;32;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.6;0.6;0.6;0.57;0.57;0.57;0.66;0.66;0.66;0.53;0.53;0.53;0.68;0.68;0.68;0.5081932;0.5081932;0.5081932;20231212_2237;2;1;OK
ResNet50;0.005;8;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.65;0.65;0.65;0.65;0.65;0.65;0.55;0.55;0.55;0.79;0.79;0.79;0.8;0.8;0.8;0.7649975;0.7649975;0.7649975;20231212_2041;5;1;OK
ResNet50;0.005;8;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.65;0.65;0.65;0.62;0.62;0.62;0.55;0.55;0.55;0.79;0.79;0.79;0.8;0.8;0.8;0.91963524;0.91963524;0.91963524;20231212_2055;5;1;OK
ResNet50;0.005;16;Adam;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.54;0.6;0.5733333333333334;0.46;0.6;0.5466666666666667;0.52;0.66;0.5766666666666667;0.37;0.74;0.58;0.61;0.75;0.68;0.0005992023;0.93773335;0.62462769705;20240224_0452;17;6;OK
ResNet50;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.67;0.5014285714285714;0.4;0.58;0.5042857142857143;0.0;0.86;0.3457142857142857;0.37;1.0;0.7371428571428572;0.0;0.71;0.37857142857142856;0.37687784;1.0;0.7951514257142858;20240224_0243;16;5;OK
ResNet50;0.005;16;Adam;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0527;12;6;OK
ResNet50;0.005;16;Adam;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0433;12;6;OK
ResNet50;0.005;16;Adam;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0223;10;5;OK
ResNet50;0.005;16;Adam;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4000000000000001;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20240224_0512;12;6;OK
ResNet50;0.005;16;SGD;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.52;0.65;0.5660000000000001;0.43;0.56;0.496;0.55;0.76;0.636;0.32;0.58;0.4619999999999999;0.59;0.69;0.6439999999999999;0.49933007;0.5730961;0.543739566;20240224_0318;5;5;OK
ResNet50;0.005;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.46;0.65;0.545;0.42;0.72;0.5266666666666667;0.41;0.59;0.505;0.42;0.79;0.605;0.57;0.8;0.6666666666666666;0.50387037;0.9986621;0.6434184616666666;20240224_0414;13;5;OK
ResNet50;0.005;16;SGD;categorical_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.5;0.56;0.532;0.46;0.5;0.48;0.38;0.59;0.512;0.47;0.68;0.568;0.63;0.65;0.644;0.60644746;0.68254405;0.643440982;20240224_0345;6;5;OK
ResNet50;0.005;16;SGD;focal_loss;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.52;0.67;0.596;0.46;0.68;0.56;0.41;0.79;0.6119999999999999;0.47;0.68;0.5660000000000001;0.64;0.74;0.6839999999999999;0.043915797;0.997581;0.6101177434;20240224_0302;9;5;OK
ResNet50;0.005;16;SGD;kl_divergence;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.48;0.69;0.5660000000000001;0.42;0.65;0.538;0.45;0.76;0.554;0.42;0.89;0.588;0.58;0.87;0.688;0.26924667;0.657585;0.527030854;20240224_0358;15;5;OK
ResNet50;0.005;16;SGD;squared_hinge;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.48;0.56;0.524;0.44;0.57;0.49000000000000005;0.41;0.55;0.496;0.47;0.74;0.568;0.58;0.71;0.642;0.5774366;0.67150795;0.628561274;20240224_0331;8;5;OK
ResNet50;0.005;32;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.4;0.4;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_2129;2;1;OK
ResNet50;0.005;32;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.58;0.58;0.52;0.52;0.52;0.55;0.55;0.55;0.63;0.63;0.63;0.7;0.7;0.7;0.5801862;0.5801862;0.5801862;20231212_2139;2;1;OK
ResNet50;0.01;8;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.62;0.62;0.62;0.58;0.58;0.58;0.66;0.66;0.66;0.58;0.58;0.58;0.7;0.7;0.7;0.4040908;0.4040908;0.4040908;20231212_1938;5;1;OK
ResNet50;0.01;8;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.67;0.67;0.67;0.67;0.67;0.67;0.66;0.66;0.66;0.68;0.68;0.68;0.76;0.76;0.76;0.20494318;0.20494318;0.20494318;20231212_1949;5;1;OK
ResNet50;0.01;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.67;0.67;0.67;0.6;0.6;0.6;0.69;0.69;0.69;0.63;0.63;0.63;0.74;0.74;0.74;0.5324438;0.5324438;0.5324438;20231212_2002;4;1;OK
ResNet50;0.01;16;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.6;0.6;0.6;0.59;0.59;0.59;0.59;0.59;0.59;0.63;0.63;0.63;0.71;0.71;0.71;0.9898275;0.9898275;0.9898275;20231212_2013;4;1;OK
ResNet50;0.01;32;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.67;0.67;0.67;0.54;0.54;0.54;0.83;0.83;0.83;0.42;0.42;0.42;0.69;0.69;0.69;0.31500888;0.31500888;0.31500888;20231212_2024;4;1;OK
ResNet50;0.01;32;SGD;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.58;0.58;0.58;0.53;0.53;0.53;0.55;0.55;0.55;0.63;0.63;0.63;0.7;0.7;0.7;0.58614033;0.58614033;0.58614033;20231212_2033;2;1;OK
VGG16;0.005;8;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1239;1;1;OK
VGG16;0.005;8;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1430;2;1;OK
VGG16;0.005;8;SGD;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.79;0.79;0.79;0.81;0.81;0.81;0.81;0.81;0.81;0.76;0.76;0.76;0.81;0.81;0.81;0.51831055;0.51831055;0.51831055;20231212_1248;1;1;OK
VGG16;0.005;8;SGD;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.71;0.71;0.71;0.75;0.75;0.75;0.71;0.71;0.71;0.71;0.71;0.71;0.75;0.75;0.75;0.51327336;0.51327336;0.51327336;20231212_1442;2;1;OK
VGG16;0.005;16;Adam;binary_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.4;0.6;0.5066666666666667;0.44;0.55;0.5083333333333333;0.0;0.69;0.4033333333333333;0.37;1.0;0.6666666666666666;0.0;0.68;0.43333333333333335;0.50368226;1.0;0.7056678333333334;20240224_0439;12;6;OK
VGG16;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;284;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1256;1;1;OK
VGG16;0.005;16;Adam;categorical_crossentropy;180;cancer;0;none;100;366;48;0.59;29.0;0.6;0.5;0.6;0.556;0.45;0.56;0.508;0.34;0.69;0.5439999999999999;0.37;0.84;0.578;0.6;0.77;0.6759999999999999;0.52632624;0.93154454;0.744630712;20240224_0229;10;5;OK
VGG16;0.005;16;Adam;categorical_crossentropy;180;cancer;1;none;100;568;38;0.57;21.0;0.55;0.45;0.45;0.45;0.5;0.5;0.5;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;20231212_1453;2;1;OK
